FID_all_Fi,OBJECTID,Cover_Type,Location,FID_all__1,Id,BUFF_DIST,ORIG_FID,Fire,Seedling_p,Additional,Slope
896,916,Evergreen,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
897,917,Evergreen,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
898,918,Evergreen,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
899,919,Evergreen,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
900,920,Evergreen,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
901,921,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
902,922,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
903,923,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
904,924,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
905,925,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
906,926,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
907,927,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
908,928,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
909,929,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
910,930,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
911,931,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
912,932,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
913,933,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
914,934,Standing Dead,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
915,935,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
916,936,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
917,937,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
918,938,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
919,939,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
920,940,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
921,941,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
922,942,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
923,943,Standing Dead,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
924,944,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
925,945,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
926,946,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
927,947,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
928,948,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
929,949,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
930,950,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
931,951,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
932,952,Woody Shrub,Schoonover,5,0,30,8,Schoonover,High,"Downed trees, shrubs, standing dead",Moderate
459,470,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
460,471,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
461,472,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
462,473,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
463,474,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
464,475,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
465,476,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
466,477,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
467,478,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
468,479,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
469,480,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
470,481,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
471,482,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
472,483,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
473,484,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
474,485,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
475,486,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
476,487,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
477,488,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
478,489,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
479,490,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
480,491,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
481,492,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
482,493,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
483,494,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
484,495,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
485,496,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
486,497,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
487,498,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
488,499,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
489,500,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
490,501,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
491,502,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
492,503,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
493,504,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
494,505,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
495,506,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
496,507,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
497,508,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
498,509,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
499,510,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
500,511,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
501,512,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
502,513,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
504,515,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
505,516,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
506,517,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
507,518,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
508,519,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
509,520,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
510,521,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
511,522,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
512,523,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
513,524,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
514,525,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
515,526,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
516,527,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
517,528,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
518,529,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
519,530,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
520,531,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
521,532,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
522,533,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
523,534,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
524,535,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
525,536,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
526,537,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
527,538,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
528,539,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
529,540,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
530,541,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
531,542,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
532,543,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
533,544,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
534,545,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
535,546,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
536,547,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
537,548,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
538,549,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
539,550,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
540,551,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
541,552,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
542,554,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
543,555,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
544,556,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
545,557,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
546,558,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
547,559,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
548,560,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
549,561,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
550,562,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
551,563,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
552,564,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
553,565,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
554,566,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
555,567,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
556,568,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
557,569,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
558,570,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
559,571,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
560,572,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
561,573,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
562,574,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
563,575,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
564,576,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
565,577,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
566,578,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
567,579,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
568,580,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
569,581,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
570,582,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
571,583,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
572,584,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
573,585,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
574,586,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
575,587,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
576,588,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
577,589,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
578,590,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
579,591,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
580,592,Standing Dead,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
581,593,Standing Dead,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
582,594,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
583,595,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
584,596,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
585,597,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
586,598,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
587,599,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
588,600,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
589,601,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
590,602,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
591,603,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
592,604,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
593,605,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
594,606,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
595,607,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
596,608,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
597,609,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
598,610,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
599,611,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
600,612,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
601,613,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
602,614,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
603,615,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
604,616,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
605,617,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
606,618,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
607,619,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
608,620,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
609,621,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
610,622,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
611,623,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
612,624,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
613,625,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
614,626,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
615,627,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
616,628,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
617,629,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
618,630,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
619,631,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
620,632,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
621,633,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
622,634,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
623,635,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
624,636,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
625,637,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
626,638,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
627,639,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
628,640,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
629,641,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
630,642,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
631,643,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
632,644,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
633,645,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
634,646,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
635,647,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
636,648,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
637,649,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
638,650,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
639,651,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
640,652,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
641,653,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
642,654,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
643,655,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
644,656,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
645,658,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
646,659,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
647,662,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
648,663,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
649,664,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
650,665,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
651,666,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
652,667,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
653,668,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
654,669,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
655,670,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
656,671,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
657,672,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
658,673,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
659,674,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
660,675,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
661,676,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
662,677,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
663,678,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
664,679,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
665,680,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
666,681,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
667,682,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
668,683,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
669,684,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
670,685,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
671,686,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
672,687,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
673,688,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
674,689,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
675,690,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
676,691,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
677,692,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
678,693,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
679,694,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
680,695,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
681,696,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
682,697,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
